Type;Name;Schema;ParentName;ParentType;ParentSchema;Title;Description;CustomField1;CustomField2;CustomField3
PROCEDURE;uspGetManagerEmployees;dbo;AdventureWorks;DATABASE;;;Stored procedure using a recursive query to return the direct and indirect employees of the specified manager.;;;
PROCEDURE;uspGetManagerEmployees;dbo;AdventureWorks2016_EXT;DATABASE;;;Stored procedure using a recursive query to return the direct and indirect employees of the specified manager.;;;
PROCEDURE;uspGetManagerEmployees;dbo;AdventureWorks2019;DATABASE;;;Stored procedure using a recursive query to return the direct and indirect employees of the specified manager.;;;
PROCEDURE;uspGetManagerEmployees;dbo;AdventureWorks2022;DATABASE;;;Stored procedure using a recursive query to return the direct and indirect employees of the specified manager.;;;
PROCEDURE;uspGetWhereUsedProductID;dbo;AdventureWorks;DATABASE;;;Stored procedure using a recursive query to return all components or assemblies that directly or indirectly use the specified ProductID.;;;
PROCEDURE;uspGetWhereUsedProductID;dbo;AdventureWorks2016_EXT;DATABASE;;;Stored procedure using a recursive query to return all components or assemblies that directly or indirectly use the specified ProductID.;;;
PROCEDURE;uspGetWhereUsedProductID;dbo;AdventureWorks2019;DATABASE;;;Stored procedure using a recursive query to return all components or assemblies that directly or indirectly use the specified ProductID.;;;
PROCEDURE;uspGetWhereUsedProductID;dbo;AdventureWorks2022;DATABASE;;;Stored procedure using a recursive query to return all components or assemblies that directly or indirectly use the specified ProductID.;;;
PROCEDURE;uspLogError;dbo;AdventureWorks;DATABASE;;;Logs error information in the ErrorLog table about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without inserting error information.;;;
PROCEDURE;uspLogError;dbo;AdventureWorks2016_EXT;DATABASE;;;Logs error information in the ErrorLog table about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without inserting error information.;;;
PROCEDURE;uspLogError;dbo;AdventureWorks2019;DATABASE;;;Logs error information in the ErrorLog table about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without inserting error information.;;;
PROCEDURE;uspLogError;dbo;AdventureWorks2022;DATABASE;;;Logs error information in the ErrorLog table about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without inserting error information.;;;
PROCEDURE;uspPrintError;dbo;AdventureWorks;DATABASE;;;Prints error information about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without printing any error information.;;;
PROCEDURE;uspPrintError;dbo;AdventureWorks2016_EXT;DATABASE;;;Prints error information about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without printing any error information.;;;
PROCEDURE;uspPrintError;dbo;AdventureWorks2019;DATABASE;;;Prints error information about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without printing any error information.;;;
PROCEDURE;uspPrintError;dbo;AdventureWorks2022;DATABASE;;;Prints error information about the error that caused execution to jump to the CATCH block of a TRY...CATCH construct. Should be executed from within the scope of a CATCH block otherwise it will return without printing any error information.;;;
PROCEDURE;uspUpdateEmployeeHireInfo;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Updates the Employee table and inserts a new row in the EmployeePayHistory table with the values specified in the input parameters.;;;
PROCEDURE;uspUpdateEmployeeHireInfo;HumanResources;AdventureWorks2019;DATABASE;;;Updates the Employee table and inserts a new row in the EmployeePayHistory table with the values specified in the input parameters.;;;
PROCEDURE;uspUpdateEmployeeHireInfo;HumanResources;AdventureWorks2022;DATABASE;;;Updates the Employee table and inserts a new row in the EmployeePayHistory table with the values specified in the input parameters.;;;
PROCEDURE;uspUpdateEmployeeLogin;HumanResources;AdventureWorks;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given BusinessEntityID.;;;
PROCEDURE;uspUpdateEmployeeLogin;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given BusinessEntityID.;;;
PROCEDURE;uspUpdateEmployeeLogin;HumanResources;AdventureWorks2019;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given BusinessEntityID.;;;
PROCEDURE;uspUpdateEmployeeLogin;HumanResources;AdventureWorks2022;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given BusinessEntityID.;;;
PROCEDURE;uspUpdateEmployeePersonalInfo;HumanResources;AdventureWorks;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given EmployeeID.;;;
PROCEDURE;uspUpdateEmployeePersonalInfo;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given EmployeeID.;;;
PROCEDURE;uspUpdateEmployeePersonalInfo;HumanResources;AdventureWorks2019;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given EmployeeID.;;;
PROCEDURE;uspUpdateEmployeePersonalInfo;HumanResources;AdventureWorks2022;DATABASE;;;Updates the Employee table with the values specified in the input parameters for the given EmployeeID.;;;
DATABASE;AdventureWorks;;;;;Sample SQL Database;This is a documentation of a sample SQL database. And this is a random Dataedo Data Cartoon to cheer you up: You can find more cartoons over here: https://dataedo.com/cartoon. You can remove this documentation in your production environment.;;;
DATABASE;mac_demo_data_profiling;;;;;Sample Data Profiling Database;This is a sample of data profiling of relational database.  And this is a random Dataedo Data Cartoon to cheer you up: You can find more cartoons over here: https://dataedo.com/cartoon. You can remove this documentation in your production environment.  ;;;
DATABASE;AdventureWorksTabular;;;;;Sample SSAS Tabular Model;This is a documentation of a sample Adventure Works SSAS tabular Model. And this is a random Dataedo Data Cartoon to cheer you up: You can find more cartoons over here: https://dataedo.com/cartoon. You can remove this documentation in your production environment.  ;;;
STRUCTURE;2015Fortune500.csv;;MANUAL5;DATABASE;;Fortune 500 Companies (2015);Data set of Fortune 500 companies in 2015.;;;
STRUCTURE;bds2018.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Economy-wide;Business Dynamics Statistics in 2018 for entire economy.;;;
STRUCTURE;bds2018_cty.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - City;Business Dynamics Statistics in 2018 classified by city.;;;
STRUCTURE;bds2018_eage.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Establishment Age;Business Dynamics Statistics in 2018 classified by establishment age.;;;
STRUCTURE;bds2018_esize.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Establishment Size;Business Dynamics Statistics in 2018 classified by establishment size.;;;
STRUCTURE;bds2018_fage.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Firm Age;Business Dynamics Statistics in 2018 classified by firm age.;;;
STRUCTURE;bds2018_fsize.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Firm Size;Business Dynamics Statistics in 2018 classified by firm size.;;;
STRUCTURE;bds2018_iesize.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Initial Establishment Size;Business Dynamics Statistics in 2018 classified by initial establishment size. ;;;
STRUCTURE;bds2018_ifsize.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Initial Firm Size;Business Dynamics Statistics in 2018 classified by initial firm size.;;;
STRUCTURE;bds2018_metro.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Metro/Non-Metro;Business Dynamics Statistics in 2018 classified by Metro/Non-metro.;;;
STRUCTURE;bds2018_sector.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - Sector;Business Dynamics Statistics in 2018 classified by sector.;;;
STRUCTURE;bds2018_st.csv;;MANUAL5;DATABASE;;Business Dynamics 2018 - State;Business Dynamics Statistics in 2018 classified by state.;;;
STRUCTURE;company_tickers.json;;MANUAL5;DATABASE;;Company tickers;Company tickers from U.S. Securities and Exchange Commission.;;;
STRUCTURE;country.xml;;MANUAL5;DATABASE;;Countries;List of countries from World Bank.;;;
STRUCTURE;employees.Delta;;MANUAL5;DATABASE;;Emlpoyees;Sample Delta Lake file with employees data.;;;
STRUCTURE;Fortune500.csv;;MANUAL5;DATABASE;;Fortune 500 Companies (2016);Data set of Fortune 500 companies in 2016.;;;
STRUCTURE;insurance_data.xlsx.tblPolicies;;MANUAL5;DATABASE;;Insurance Data;Sample excel table with fake insurance data.;;;
STRUCTURE;users.avro.[example.avro.User];;MANUAL5;DATABASE;;;Sample Avro file with one (example.avro.User) record.;;;
STRUCTURE;users.orc;;MANUAL5;DATABASE;;;Sample ORC file.  ;;;
STRUCTURE;users.parquet;;MANUAL5;DATABASE;;;Sample Parquet file.;;;
TABLE;Address;Person;AdventureWorks;DATABASE;;;Street address information for customers, employees, and vendors.;;Active;
TABLE;Address;Person;AdventureWorks2016_EXT;DATABASE;;;Street address information for customers, employees, and vendors.;;;
TABLE;Address;Person;AdventureWorks2019;DATABASE;;;Street address information for customers, employees, and vendors.;;;
TABLE;Address;Person;AdventureWorks2022;DATABASE;;;Street address information for customers, employees, and vendors.;;;
TABLE;AddressType;Person;AdventureWorks;DATABASE;;;Types of addresses stored in the Address table. ;;Active;
TABLE;AddressType;Person;AdventureWorks2016_EXT;DATABASE;;;Types of addresses stored in the Address table. ;;;
TABLE;AddressType;Person;AdventureWorks2019;DATABASE;;;Types of addresses stored in the Address table. ;;;
TABLE;AddressType;Person;AdventureWorks2022;DATABASE;;;Types of addresses stored in the Address table. ;;;
TABLE;AWBuildVersion;dbo;AdventureWorks;DATABASE;;;Current version number of the AdventureWorks 2012 sample database. ;;Active;
TABLE;AWBuildVersion;dbo;AdventureWorks2016_EXT;DATABASE;;;Current version number of the AdventureWorks 2014 sample database. ;;;
TABLE;AWBuildVersion;dbo;AdventureWorks2019;DATABASE;;;Current version number of the AdventureWorks 2016 sample database. ;;;
TABLE;AWBuildVersion;dbo;AdventureWorks2022;DATABASE;;;Current version number of the AdventureWorks 2016 sample database. ;;;
TABLE;BillOfMaterials;Production;AdventureWorks;DATABASE;;;Items required to make bicycles and bicycle subassemblies. It identifies the hierarchical relationship between a parent product and its components.;;Active;
TABLE;BillOfMaterials;Production;AdventureWorks2016_EXT;DATABASE;;;Items required to make bicycles and bicycle subassemblies. It identifies the heirarchical relationship between a parent product and its components.;;;
TABLE;BillOfMaterials;Production;AdventureWorks2019;DATABASE;;;Items required to make bicycles and bicycle subassemblies. It identifies the heirarchical relationship between a parent product and its components.;;;
TABLE;BillOfMaterials;Production;AdventureWorks2022;DATABASE;;;Items required to make bicycles and bicycle subassemblies. It identifies the heirarchical relationship between a parent product and its components.;;;
TABLE;BusinessEntity;Person;AdventureWorks;DATABASE;;;Source of the ID that connects vendors, customers, and employees with address and contact information.;;Active;
TABLE;BusinessEntity;Person;AdventureWorks2016_EXT;DATABASE;;;Source of the ID that connects vendors, customers, and employees with address and contact information.;;;
TABLE;BusinessEntity;Person;AdventureWorks2019;DATABASE;;;Source of the ID that connects vendors, customers, and employees with address and contact information.;;;
TABLE;BusinessEntity;Person;AdventureWorks2022;DATABASE;;;Source of the ID that connects vendors, customers, and employees with address and contact information.;;;
TABLE;BusinessEntityAddress;Person;AdventureWorks;DATABASE;;;Cross-reference table mapping customers, vendors, and employees to their addresses.;;Active;
TABLE;BusinessEntityAddress;Person;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping customers, vendors, and employees to their addresses.;;;
TABLE;BusinessEntityAddress;Person;AdventureWorks2019;DATABASE;;;Cross-reference table mapping customers, vendors, and employees to their addresses.;;;
TABLE;BusinessEntityAddress;Person;AdventureWorks2022;DATABASE;;;Cross-reference table mapping customers, vendors, and employees to their addresses.;;;
TABLE;BusinessEntityContact;Person;AdventureWorks;DATABASE;;;Cross-reference table mapping stores, vendors, and employees to people;;Active;
TABLE;BusinessEntityContact;Person;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping stores, vendors, and employees to people;;;
TABLE;BusinessEntityContact;Person;AdventureWorks2019;DATABASE;;;Cross-reference table mapping stores, vendors, and employees to people;;;
TABLE;BusinessEntityContact;Person;AdventureWorks2022;DATABASE;;;Cross-reference table mapping stores, vendors, and employees to people;;;
TABLE;Clients;dbo;mac_demo_data_profiling;DATABASE;;Clients;List of all Clients.;;;
TABLE;ContactType;Person;AdventureWorks;DATABASE;;;Lookup table containing the types of business entity contacts.;;Active;
TABLE;ContactType;Person;AdventureWorks2016_EXT;DATABASE;;;Lookup table containing the types of business entity contacts.;;;
TABLE;ContactType;Person;AdventureWorks2019;DATABASE;;;Lookup table containing the types of business entity contacts.;;;
TABLE;ContactType;Person;AdventureWorks2022;DATABASE;;;Lookup table containing the types of business entity contacts.;;;
TABLE;CountryRegion;Person;AdventureWorks;DATABASE;;;Lookup table containing the ISO standard codes for countries and regions.;;Active;
TABLE;CountryRegion;Person;AdventureWorks2016_EXT;DATABASE;;;Lookup table containing the ISO standard codes for countries and regions.;;;
TABLE;CountryRegion;Person;AdventureWorks2019;DATABASE;;;Lookup table containing the ISO standard codes for countries and regions.;;;
TABLE;CountryRegion;Person;AdventureWorks2022;DATABASE;;;Lookup table containing the ISO standard codes for countries and regions.;;;
TABLE;CountryRegionCurrency;Sales;AdventureWorks;DATABASE;;;Cross-reference table mapping ISO currency codes to a country or region.;;Active;
TABLE;CountryRegionCurrency;Sales;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping ISO currency codes to a country or region.;;;
TABLE;CountryRegionCurrency;Sales;AdventureWorks2019;DATABASE;;;Cross-reference table mapping ISO currency codes to a country or region.;;;
TABLE;CountryRegionCurrency;Sales;AdventureWorks2022;DATABASE;;;Cross-reference table mapping ISO currency codes to a country or region.;;;
TABLE;CreditCard;Sales;AdventureWorks;DATABASE;;;Customer credit card information.;;Active;
TABLE;CreditCard;Sales;AdventureWorks2016_EXT;DATABASE;;;Customer credit card information.;;;
TABLE;CreditCard;Sales;AdventureWorks2019;DATABASE;;;Customer credit card information.;;;
TABLE;CreditCard;Sales;AdventureWorks2022;DATABASE;;;Customer credit card information.;;;
TABLE;Culture;Production;AdventureWorks;DATABASE;;;Lookup table containing the languages in which some AdventureWorks data is stored.;;Active;
TABLE;Culture;Production;AdventureWorks2016_EXT;DATABASE;;;Lookup table containing the languages in which some AdventureWorks data is stored.;;;
TABLE;Culture;Production;AdventureWorks2019;DATABASE;;;Lookup table containing the languages in which some AdventureWorks data is stored.;;;
TABLE;Culture;Production;AdventureWorks2022;DATABASE;;;Lookup table containing the languages in which some AdventureWorks data is stored.;;;
TABLE;Currency;Sales;AdventureWorks;DATABASE;;;Lookup table containing standard ISO currencies.;;Active;
TABLE;Currency;Sales;AdventureWorks2016_EXT;DATABASE;;;Lookup table containing standard ISO currencies.;;;
TABLE;Currency;Sales;AdventureWorks2019;DATABASE;;;Lookup table containing standard ISO currencies.;;;
TABLE;Currency;Sales;AdventureWorks2022;DATABASE;;;Lookup table containing standard ISO currencies.;;;
TABLE;CurrencyRate;Sales;AdventureWorks;DATABASE;;;Currency exchange rates.;;Active;
TABLE;CurrencyRate;Sales;AdventureWorks2016_EXT;DATABASE;;;Currency exchange rates.;;;
TABLE;CurrencyRate;Sales;AdventureWorks2019;DATABASE;;;Currency exchange rates.;;;
TABLE;CurrencyRate;Sales;AdventureWorks2022;DATABASE;;;Currency exchange rates.;;;
TABLE;Customer;Sales;AdventureWorks;DATABASE;;;Current customer information. Also see the Person and Store tables.;;Active;
TABLE;Customer;Sales;AdventureWorks2016_EXT;DATABASE;;;Current customer information. Also see the Person and Store tables.;;;
TABLE;Customer;Sales;AdventureWorks2019;DATABASE;;;Current customer information. Also see the Person and Store tables.;;;
TABLE;Customer;Sales;AdventureWorks2022;DATABASE;;;Current customer information. Also see the Person and Store tables.;;;
TABLE;DatabaseLog;dbo;AdventureWorks;DATABASE;;;Audit table tracking all DDL changes made to the AdventureWorks database. Data is captured by the database trigger ddlDatabaseTriggerLog.;;Active;
TABLE;DatabaseLog;dbo;AdventureWorks2016_EXT;DATABASE;;;Audit table tracking all DDL changes made to the AdventureWorks database. Data is captured by the database trigger ddlDatabaseTriggerLog.;;;
TABLE;DatabaseLog;dbo;AdventureWorks2019;DATABASE;;;Audit table tracking all DDL changes made to the AdventureWorks database. Data is captured by the database trigger ddlDatabaseTriggerLog.;;;
TABLE;DatabaseLog;dbo;AdventureWorks2022;DATABASE;;;Audit table tracking all DDL changes made to the AdventureWorks database. Data is captured by the database trigger ddlDatabaseTriggerLog.;;;
TABLE;Department;HumanResources;AdventureWorks;DATABASE;;;Lookup table containing the departments within the Adventure Works Cycles company.;;Active;
TABLE;Department;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Lookup table containing the departments within the Adventure Works Cycles company.;;;
TABLE;Department;HumanResources;AdventureWorks2019;DATABASE;;;Lookup table containing the departments within the Adventure Works Cycles company.;;;
TABLE;Department;HumanResources;AdventureWorks2022;DATABASE;;;Lookup table containing the departments within the Adventure Works Cycles company.;;;
TABLE;Document;Production;AdventureWorks;DATABASE;;;Product maintenance documents.;;Active;
TABLE;Document;Production;AdventureWorks2016_EXT;DATABASE;;;Product maintenance documents.;;;
TABLE;Document;Production;AdventureWorks2019;DATABASE;;;Product maintenance documents.;;;
TABLE;Document;Production;AdventureWorks2022;DATABASE;;;Product maintenance documents.;;;
TABLE;EmailAddress;Person;AdventureWorks;DATABASE;;;Where to send a person email.;;Active;
TABLE;EmailAddress;Person;AdventureWorks2016_EXT;DATABASE;;;Where to send a person email.;;;
TABLE;EmailAddress;Person;AdventureWorks2019;DATABASE;;;Where to send a person email.;;;
TABLE;EmailAddress;Person;AdventureWorks2022;DATABASE;;;Where to send a person email.;;;
TABLE;Employee;HumanResources;AdventureWorks;DATABASE;;;Employee information such as salary, department, and title.;;Active;
TABLE;Employee;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Employee information such as salary, department, and title.;;;
TABLE;Employee;HumanResources;AdventureWorks2019;DATABASE;;;Employee information such as salary, department, and title.;;;
TABLE;Employee;HumanResources;AdventureWorks2022;DATABASE;;;Employee information such as salary, department, and title.;;;
TABLE;EmployeeDepartmentHistory;HumanResources;AdventureWorks;DATABASE;;;Employee department transfers.;;Active;
TABLE;EmployeeDepartmentHistory;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Employee department transfers.;;;
TABLE;EmployeeDepartmentHistory;HumanResources;AdventureWorks2019;DATABASE;;;Employee department transfers.;;;
TABLE;EmployeeDepartmentHistory;HumanResources;AdventureWorks2022;DATABASE;;;Employee department transfers.;;;
TABLE;EmployeePayHistory;HumanResources;AdventureWorks;DATABASE;;;Employee pay history.;;Active;
TABLE;EmployeePayHistory;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Employee pay history.;;;
TABLE;EmployeePayHistory;HumanResources;AdventureWorks2019;DATABASE;;;Employee pay history.;;;
TABLE;EmployeePayHistory;HumanResources;AdventureWorks2022;DATABASE;;;Employee pay history.;;;
TABLE;ErrorLog;dbo;AdventureWorks;DATABASE;;;Audit table tracking errors in the AdventureWorks database that are caught by the CATCH block of a TRY...CATCH construct. Data is inserted by stored procedure dbo.uspLogError when it is executed from inside the CATCH block of a TRY...CATCH construct.;;Active;
TABLE;ErrorLog;dbo;AdventureWorks2016_EXT;DATABASE;;;Audit table tracking errors in the the AdventureWorks database that are caught by the CATCH block of a TRY...CATCH construct. Data is inserted by stored procedure dbo.uspLogError when it is executed from inside the CATCH block of a TRY...CATCH construct.;;;
TABLE;ErrorLog;dbo;AdventureWorks2019;DATABASE;;;Audit table tracking errors in the the AdventureWorks database that are caught by the CATCH block of a TRY...CATCH construct. Data is inserted by stored procedure dbo.uspLogError when it is executed from inside the CATCH block of a TRY...CATCH construct.;;;
TABLE;ErrorLog;dbo;AdventureWorks2022;DATABASE;;;Audit table tracking errors in the the AdventureWorks database that are caught by the CATCH block of a TRY...CATCH construct. Data is inserted by stored procedure dbo.uspLogError when it is executed from inside the CATCH block of a TRY...CATCH construct.;;;
TABLE;Illustration;Production;AdventureWorks;DATABASE;;;Bicycle assembly diagrams.;;Active;
TABLE;Illustration;Production;AdventureWorks2016_EXT;DATABASE;;;Bicycle assembly diagrams.;;;
TABLE;Illustration;Production;AdventureWorks2019;DATABASE;;;Bicycle assembly diagrams.;;;
TABLE;Illustration;Production;AdventureWorks2022;DATABASE;;;Bicycle assembly diagrams.;;;
TABLE;Items;dbo;mac_demo_data_profiling;DATABASE;;Items in stock;List of all Items in stock.;;;
TABLE;JobCandidate;HumanResources;AdventureWorks;DATABASE;;;Résumés submitted to Human Resources by job applicants.;;Active;
TABLE;JobCandidate;HumanResources;AdventureWorks2016_EXT;DATABASE;;;Résumés submitted to Human Resources by job applicants.;;;
TABLE;JobCandidate;HumanResources;AdventureWorks2019;DATABASE;;;Résumés submitted to Human Resources by job applicants.;;;
TABLE;JobCandidate;HumanResources;AdventureWorks2022;DATABASE;;;Résumés submitted to Human Resources by job applicants.;;;
TABLE;Location;Production;AdventureWorks;DATABASE;;;Product inventory and manufacturing locations.;;Active;
TABLE;Location;Production;AdventureWorks2016_EXT;DATABASE;;;Product inventory and manufacturing locations.;;;
TABLE;Location;Production;AdventureWorks2019;DATABASE;;;Product inventory and manufacturing locations.;;;
TABLE;Location;Production;AdventureWorks2022;DATABASE;;;Product inventory and manufacturing locations.;;;
TABLE;Orders;dbo;mac_demo_data_profiling;DATABASE;;Placed orders;List of all Items ordered by Clients.;;;
TABLE;OrderTracking;Sales;AdventureWorks2016_EXT;DATABASE;;;Individual tracking events associated with a specific sales order.;;;
TABLE;Password;Person;AdventureWorks;DATABASE;;;One way hashed authentication information;;Active;
TABLE;Password;Person;AdventureWorks2016_EXT;DATABASE;;;One way hashed authentication information;;;
TABLE;Password;Person;AdventureWorks2019;DATABASE;;;One way hashed authentication information;;;
TABLE;Password;Person;AdventureWorks2022;DATABASE;;;One way hashed authentication information;;;
TABLE;people;;MANUAL4;DATABASE;;;Collection of project participants.;;;
TABLE;Person;Person;AdventureWorks;DATABASE;;;Human beings involved with AdventureWorks: employees, customer contacts, and vendor contacts.;;Active;
TABLE;Person;Person;AdventureWorks2016_EXT;DATABASE;;;Human beings involved with AdventureWorks: employees, customer contacts, and vendor contacts.;;;
TABLE;Person;Person;AdventureWorks2019;DATABASE;;;Human beings involved with AdventureWorks: employees, customer contacts, and vendor contacts.;;;
TABLE;Person;Person;AdventureWorks2022;DATABASE;;;Human beings involved with AdventureWorks: employees, customer contacts, and vendor contacts.;;;
TABLE;PersonCreditCard;Sales;AdventureWorks;DATABASE;;;Cross-reference table mapping people to their credit card information in the CreditCard table. ;;Active;
TABLE;PersonCreditCard;Sales;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping people to their credit card information in the CreditCard table. ;;;
TABLE;PersonCreditCard;Sales;AdventureWorks2019;DATABASE;;;Cross-reference table mapping people to their credit card information in the CreditCard table. ;;;
TABLE;PersonCreditCard;Sales;AdventureWorks2022;DATABASE;;;Cross-reference table mapping people to their credit card information in the CreditCard table. ;;;
TABLE;PersonPhone;Person;AdventureWorks;DATABASE;;;Telephone number and type of a person.;;Active;
TABLE;PersonPhone;Person;AdventureWorks2016_EXT;DATABASE;;;Telephone number and type of a person.;;;
TABLE;PersonPhone;Person;AdventureWorks2019;DATABASE;;;Telephone number and type of a person.;;;
TABLE;PersonPhone;Person;AdventureWorks2022;DATABASE;;;Telephone number and type of a person.;;;
TABLE;PhoneNumberType;Person;AdventureWorks;DATABASE;;;Type of phone number of a person.;;Active;
TABLE;PhoneNumberType;Person;AdventureWorks2016_EXT;DATABASE;;;Type of phone number of a person.;;;
TABLE;PhoneNumberType;Person;AdventureWorks2019;DATABASE;;;Type of phone number of a person.;;;
TABLE;PhoneNumberType;Person;AdventureWorks2022;DATABASE;;;Type of phone number of a person.;;;
TABLE;Product;Production;AdventureWorks;DATABASE;;;Products sold or used in the manufacturing of sold products.;;Active;
TABLE;Product;Production;AdventureWorks2016_EXT;DATABASE;;;Products sold or used in the manfacturing of sold products.;;;
TABLE;Product;Production;AdventureWorks2019;DATABASE;;;Products sold or used in the manfacturing of sold products.;;;
TABLE;Product;Production;AdventureWorks2022;DATABASE;;;Products sold or used in the manfacturing of sold products.;;;
TABLE;ProductCategory;Production;AdventureWorks;DATABASE;;;High-level product categorization.;;Active;
TABLE;ProductCategory;Production;AdventureWorks2016_EXT;DATABASE;;;High-level product categorization.;;;
TABLE;ProductCategory;Production;AdventureWorks2019;DATABASE;;;High-level product categorization.;;;
TABLE;ProductCategory;Production;AdventureWorks2022;DATABASE;;;High-level product categorization.;;;
TABLE;ProductCostHistory;Production;AdventureWorks;DATABASE;;;Changes in the cost of a product over time.;;Active;
TABLE;ProductCostHistory;Production;AdventureWorks2016_EXT;DATABASE;;;Changes in the cost of a product over time.;;;
TABLE;ProductCostHistory;Production;AdventureWorks2019;DATABASE;;;Changes in the cost of a product over time.;;;
TABLE;ProductCostHistory;Production;AdventureWorks2022;DATABASE;;;Changes in the cost of a product over time.;;;
TABLE;ProductDescription;Production;AdventureWorks;DATABASE;;;Product descriptions in several languages.;;Active;
TABLE;ProductDescription;Production;AdventureWorks2016_EXT;DATABASE;;;Product descriptions in several languages.;;;
TABLE;ProductDescription;Production;AdventureWorks2019;DATABASE;;;Product descriptions in several languages.;;;
TABLE;ProductDescription;Production;AdventureWorks2022;DATABASE;;;Product descriptions in several languages.;;;
TABLE;ProductDocument;Production;AdventureWorks;DATABASE;;;Cross-reference table mapping products to related product documents.;;Active;
TABLE;ProductDocument;Production;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping products to related product documents.;;;
TABLE;ProductDocument;Production;AdventureWorks2019;DATABASE;;;Cross-reference table mapping products to related product documents.;;;
TABLE;ProductDocument;Production;AdventureWorks2022;DATABASE;;;Cross-reference table mapping products to related product documents.;;;
TABLE;ProductInventory;Production;AdventureWorks;DATABASE;;;Product inventory information.;;Active;
TABLE;ProductInventory;Production;AdventureWorks2016_EXT;DATABASE;;;Product inventory information.;;;
TABLE;ProductInventory;Production;AdventureWorks2019;DATABASE;;;Product inventory information.;;;
TABLE;ProductInventory;Production;AdventureWorks2022;DATABASE;;;Product inventory information.;;;
TABLE;ProductListPriceHistory;Production;AdventureWorks;DATABASE;;;Changes in the list price of a product over time.;;Active;
TABLE;ProductListPriceHistory;Production;AdventureWorks2016_EXT;DATABASE;;;Changes in the list price of a product over time.;;;
TABLE;ProductListPriceHistory;Production;AdventureWorks2019;DATABASE;;;Changes in the list price of a product over time.;;;
TABLE;ProductListPriceHistory;Production;AdventureWorks2022;DATABASE;;;Changes in the list price of a product over time.;;;
TABLE;ProductModel;Production;AdventureWorks;DATABASE;;;Product model classification.;;Active;
TABLE;ProductModel;Production;AdventureWorks2016_EXT;DATABASE;;;Product model classification.;;;
TABLE;ProductModel;Production;AdventureWorks2019;DATABASE;;;Product model classification.;;;
TABLE;ProductModel;Production;AdventureWorks2022;DATABASE;;;Product model classification.;;;
TABLE;ProductModelIllustration;Production;AdventureWorks;DATABASE;;;Cross-reference table mapping product models and illustrations.;;Active;
TABLE;ProductModelIllustration;Production;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping product models and illustrations.;;;
TABLE;ProductModelIllustration;Production;AdventureWorks2019;DATABASE;;;Cross-reference table mapping product models and illustrations.;;;
TABLE;ProductModelIllustration;Production;AdventureWorks2022;DATABASE;;;Cross-reference table mapping product models and illustrations.;;;
TABLE;ProductModelProductDescriptionCulture;Production;AdventureWorks;DATABASE;;;Cross-reference table mapping product descriptions and the language the description is written in.;;Active;
TABLE;ProductModelProductDescriptionCulture;Production;AdventureWorks2016_EXT;DATABASE;;;Cross-reference table mapping product descriptions and the language the description is written in.;;;
TABLE;ProductModelProductDescriptionCulture;Production;AdventureWorks2019;DATABASE;;;Cross-reference table mapping product descriptions and the language the description is written in.;;;
